model	library	gt_name	gt_name_clean	name	ROUGE1	ROUGE2	csim	method	in_toks	out_toks
gpt-4o-2024-08-06	KEGG_2021_Human	TNF signaling pathway	TNF signaling pathway	NF-kappaB signaling pathway, Cytokine-mediated signaling pathway, MAPK signaling pathway, PI3K-Akt signaling pathway, Apoptotic signaling pathway	0.6666666666666666	0.5	0.7099166028188993	llm2geneset	1450	1817
gpt-4o-2024-08-06	KEGG_2021_Human	Taste transduction	Taste transduction	Taste transduction, Serotonin receptor signaling pathway, Gamma-aminobutyric acid (GABA) signaling pathway, Sodium ion transport, Adenylate cyclase activity	1.0	1.0	0.9999990320606071	llm2geneset	1408	1827
gpt-4o-2024-08-06	KEGG_2021_Human	Taurine and hypotaurine metabolism	Taurine and hypotaurine metabolism	GABA synthesis and degradation	0.25	0.0	0.49104841641777913	llm2geneset	1035	1063
gpt-4o-2024-08-06	KEGG_2021_Human	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	Isoprenoid biosynthetic process, Mevalonate pathway, Protein prenylation, Cholesterol biosynthetic process	0.0	0.0	0.6902853528035792	llm2geneset	1076	819
gpt-4o-2024-08-06	KEGG_2021_Human	Th1 and Th2 cell differentiation	Th1 and Th2 cell differentiation	Notch signaling pathway, T cell receptor signaling pathway, NFAT signaling complex, Interleukin-4 and Interleukin-13 signaling, MAPK cascade	0.2	0.0	0.4884443039320775	llm2geneset	1359	1407
gpt-4o-2024-08-06	KEGG_2021_Human	Th17 cell differentiation	Th17 cell differentiation	T cell receptor signaling pathway, Janus kinase (JAK)-signal transducer and activator of transcription (STAT) signaling pathway, Interferon-gamma-mediated signaling pathway, Transforming growth factor beta receptor signaling pathway	0.3333333333333333	0.0	0.4372194666137016	llm2geneset	1459	1735
gpt-4o-2024-08-06	KEGG_2021_Human	Thermogenesis	Thermogenesis	Oxidative Phosphorylation, cAMP Signaling Pathway, SMARCA4 Related Chromatin Remodeling, MAPK Signaling Pathway, Cellular Lipid Metabolic Process	0.0	0.0	0.3647672819302926	llm2geneset	2002	2374
gpt-4o-2024-08-06	KEGG_2021_Human	Thiamine metabolism	Thiamine metabolism	Alkaline phosphatase activity, ATP metabolic process	0.5	0.0	0.4204710935140419	llm2geneset	1060	1606
gpt-4o-2024-08-06	KEGG_2021_Human	Thyroid cancer	Thyroid cancer	MAPK signaling pathway, Wnt signaling pathway, Cell cycle regulation, Apoptotic process	0.0	0.0	0.24955709395376854	llm2geneset	1126	1876
gpt-4o-2024-08-06	KEGG_2021_Human	Thyroid hormone signaling pathway	Thyroid hormone signaling pathway	PI3K-Akt signaling pathway, MAPK signaling pathway, Apoptosis process, Nuclear receptor transcription pathway	0.5	0.3333333333333333	0.6232681061179135	llm2geneset	1471	2291
gpt-4o-2024-08-06	KEGG_2021_Human	Thyroid hormone synthesis	Thyroid hormone synthesis	cAMP signaling pathway, Thyroid hormone synthesis, Glutathione metabolism, Protein processing in endoplasmic reticulum, Calcium signaling pathway	1.0	1.0	0.9999989643990781	llm2geneset	1302	1925
gpt-4o-2024-08-06	KEGG_2021_Human	Tight junction	Tight junction	Tight Junction, Actin Cytoskeleton Organization, Focal Adhesion, AMP-Activated Protein Kinase (AMPK) Pathway, Mitogen-Activated Protein Kinase (MAPK) Signaling Pathway	1.0	1.0	0.9999988007169608	llm2geneset	1707	2225
gpt-4o-2024-08-06	KEGG_2021_Human	Toll-like receptor signaling pathway	Toll-like receptor signaling pathway	Toll-like receptor signaling pathway, Type I interferon signaling pathway, Cytokine-mediated signaling pathway, MAPK cascade	1.0	1.0	0.999998862258033	llm2geneset	1429	1598
gpt-4o-2024-08-06	KEGG_2021_Human	Toxoplasmosis	Toxoplasmosis	Toll-like receptor signaling pathway, Class II histocompatibility antigen biosynthetic process, Apoptotic signaling pathway, Regulation of interferon-gamma-mediated signaling pathway, MAPK cascade	0.0	0.0	0.2532272202698858	llm2geneset	1445	1425
gpt-4o-2024-08-06	KEGG_2021_Human	Transcriptional misregulation in cancer	Transcriptional misregulation in cancer	Hematopoietic cell lineage, Leukocyte mediated immunity, Interleukin-1 signaling pathway	0.0	0.0	0.296733404240603	llm2geneset	1711	2102
gpt-4o-2024-08-06	KEGG_2021_Human	Tryptophan metabolism	Tryptophan metabolism	Kynurenine pathway, Tryptophan catabolic process, Serotonin biosynthetic process, Xenobiotic metabolic process	0.5	0.0	0.7911978770490127	llm2geneset	1162	1526
gpt-4o-2024-08-06	KEGG_2021_Human	Tuberculosis	Tuberculosis	Toll-like receptor signaling pathway, Interferon-gamma signaling, Calcineurin-NFAT signaling, Apoptosome, Phagosome	0.0	0.0	0.3153901539123246	llm2geneset	1714	1388
gpt-4o-2024-08-06	KEGG_2021_Human	Type I diabetes mellitus	Type I diabetes mellitus	Antigen processing and presentation, Cytokine signaling in immune system, T cell costimulation, Apoptotic signaling pathway	0.0	0.0	0.2416199285081032	llm2geneset	1166	1504
gpt-4o-2024-08-06	KEGG_2021_Human	Type II diabetes mellitus	Type II diabetes mellitus	Insulin signaling pathway, Regulation of insulin secretion, Glucose homeostasis, PI3K-Akt signaling pathway, MAPK signaling pathway	0.0	0.0	0.382054794663333	llm2geneset	1180	1585
gpt-4o-2024-08-06	KEGG_2021_Human	Tyrosine metabolism	Tyrosine metabolism	Tyrosine catabolic process, Phenylalanine metabolism, Catecholamine biosynthesis	0.5	0.0	0.8339046955215696	llm2geneset	1130	748
gpt-4o-2024-08-06	KEGG_2021_Human	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis	Coenzyme Q biosynthesis, Vitamin K cycle	0.16666666666666666	0.0	0.7254333075108479	llm2geneset	1048	2772
gpt-4o-2024-08-06	KEGG_2021_Human	Ubiquitin mediated proteolysis	Ubiquitin mediated proteolysis	Protein ubiquitination, Ubiquitin-proteasome system, Anaphase-promoting complex-dependent catabolic process, Cullin-RING ubiquitin ligase complex, SUMOylation	0.3333333333333333	0.0	0.7070523286210875	llm2geneset	1556	1919
gpt-4o-2024-08-06	KEGG_2021_Human	VEGF signaling pathway	VEGF signaling pathway	VEGF signaling pathway, Focal adhesion, MAPK signaling pathway, PI3K-Akt signaling pathway, Regulation of actin cytoskeleton	1.0	1.0	0.9999863899102766	llm2geneset	1254	2202
gpt-4o-2024-08-06	KEGG_2021_Human	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	Valine, leucine, and isoleucine degradation, Branched-chain amino acid catabolic process, Ketone body metabolism, Mitochondrial fatty acid beta-oxidation, Propanoate metabolism	1.0	1.0	0.9897835894938952	llm2geneset	1211	852
gpt-4o-2024-08-06	KEGG_2021_Human	Various types of N-glycan biosynthesis	Various types of N-glycan biosynthesis	N-glycan biosynthesis, Protein glycosylation	0.5	0.4	0.8350275401092995	llm2geneset	1162	2347
gpt-4o-2024-08-06	KEGG_2021_Human	Vascular smooth muscle contraction	Vascular smooth muscle contraction	Vascular smooth muscle contraction, Calcium signaling pathway, Regulation of cytosolic calcium ion concentration, Activation of MAPK activity, cGMP-PKG signaling pathway	1.0	1.0	0.9999987939728631	llm2geneset	1589	1933
gpt-4o-2024-08-06	KEGG_2021_Human	Vasopressin-regulated water reabsorption	Vasopressin-regulated water reabsorption	Cyclic AMP signaling pathway, Molecular motor activity, Vesicle-mediated transport, Aquaporin-mediated transport	0.0	0.0	0.5753057789352877	llm2geneset	1185	2576
gpt-4o-2024-08-06	KEGG_2021_Human	Vibrio cholerae infection	Vibrio cholerae infection	Vacuolar ATPase complex, Cystic fibrosis transmembrane conductance regulator (CFTR) pathway, Protein processing in the endoplasmic reticulum	0.0	0.0	0.2617705672498153	llm2geneset	1289	2475
gpt-4o-2024-08-06	KEGG_2021_Human	Viral carcinogenesis	Viral carcinogenesis	Cell cycle regulation, PI3K-Akt signaling pathway, Histone modification, TP53 signaling pathway, NF-kappaB signaling pathway	0.0	0.0	0.31501078956758444	llm2geneset	1790	2293
gpt-4o-2024-08-06	KEGG_2021_Human	Viral myocarditis	Viral myocarditis	MHC class II protein complex, Dystrophin-associated glycoprotein complex, T cell costimulation, Apoptotic signaling pathway	0.0	0.0	0.2631246083476329	llm2geneset	1227	1406
gpt-4o-2024-08-06	KEGG_2021_Human	Viral protein interaction with cytokine and cytokine receptor	Viral protein interaction with cytokine and cytokine receptor	Chemokine Signaling Pathway, Cytokine-Mediated Signaling Pathway, Immune System Process, Inflammatory Response, Cell-Cell Signaling	0.125	0.0	0.5614748152617568	llm2geneset	1411	2064
gpt-4o-2024-08-06	KEGG_2021_Human	Vitamin B6 metabolism	Vitamin B6 metabolism	Vitamin B6 metabolism	1.0	1.0	0.9999988744354481	llm2geneset	1022	1033
gpt-4o-2024-08-06	KEGG_2021_Human	Vitamin digestion and absorption	Vitamin digestion and absorption	Water-soluble vitamin absorption, Vitamin B12 metabolism, Folate transport	0.5	0.0	0.7451196362475636	llm2geneset	1090	973
gpt-4o-2024-08-06	KEGG_2021_Human	Wnt signaling pathway	Wnt signaling pathway	Wnt signaling pathway, Planar cell polarity pathway, T cell receptor signaling pathway	1.0	1.0	0.999998854585936	llm2geneset	1639	1993
gpt-4o-2024-08-06	KEGG_2021_Human	Yersinia infection	Yersinia infection	T cell receptor signaling pathway, Actin cytoskeleton organization, MAPK cascade, Nuclear factor kappa B (NF-kB) signaling pathway, Phosphatidylinositol 3-kinase (PI3K) signaling pathway	0.0	0.0	0.23553760597698914	llm2geneset	1583	1659
gpt-4o-2024-08-06	KEGG_2021_Human	alpha-Linolenic acid metabolism	alpha-Linolenic acid metabolism	Phospholipid catabolic process, Peroxisomal fatty acid beta-oxidation	0.25	0.0	0.4121179631066718	llm2geneset	1161	1351
gpt-4o-2024-08-06	KEGG_2021_Human	beta-Alanine metabolism	beta-Alanine metabolism	Fatty acid beta-oxidation, GABAergic synapse, Beta-alanine metabolism, Valine, leucine and isoleucine degradation	1.0	1.0	0.9990416264488071	llm2geneset	1134	1310
gpt-4o-2024-08-06	KEGG_2021_Human	cAMP signaling pathway	cAMP signaling pathway	Calcium signaling pathway, MAPK cascade, Phosphatidylinositol 3-kinase signaling, G protein-coupled receptor signaling pathway, Regulation of neurotransmitter levels	0.6666666666666666	0.5	0.558491048279738	llm2geneset	1887	1821
gpt-4o-2024-08-06	KEGG_2021_Human	cGMP-PKG signaling pathway	cGMP-PKG signaling pathway	adrenergic receptor signaling pathway, calcium signaling pathway, PI3K-Akt signaling pathway, cGMP-PKG signaling pathway, regulation of cardiac muscle contraction	1.0	1.0	0.9999991145158377	llm2geneset	1720	2009
gpt-4o-2024-08-06	KEGG_2021_Human	mRNA surveillance pathway	mRNA surveillance pathway	Polyadenylation, mRNA 3'-end processing, Nonsense-mediated decay, Exon-exon junction complex	0.3333333333333333	0.0	0.5616522054316715	llm2geneset	1429	1232
gpt-4o-2024-08-06	KEGG_2021_Human	mTOR signaling pathway	mTOR signaling pathway	mTOR signaling pathway, Wnt signaling pathway, PI3K-AKT signaling pathway, Ras-MAPK signaling pathway, AMPK signaling pathway	1.0	1.0	0.9999989806479945	llm2geneset	1630	2202
gpt-4o-2024-08-06	KEGG_2021_Human	p53 signaling pathway	p53 signaling pathway	DNA damage response, signal transduction by p53 class mediator, Cell cycle arrest, G1/S transition of mitotic cell cycle, Fas signaling pathway, Intrinsic apoptotic signaling pathway	0.6666666666666666	0.5	0.6542131487683593	llm2geneset	1287	1137
gpt-4o-2024-08-06	KEGG_2021_Human	ABC transporters	ABC transporters	ATP-binding cassette (ABC) transporter-mediated lipid and drug transport  	1.0	1.0	0.6681634226428219	GSAI	1151	457
gpt-4o-2024-08-06	KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	AGE-RAGE signaling pathway in diabetic complications	Extracellular matrix remodeling and inflammatory signaling	0.14285714285714285	0.0	0.4473474152051702	GSAI	1373	400
gpt-4o-2024-08-06	KEGG_2021_Human	AMPK signaling pathway	AMPK signaling pathway	Regulation of Metabolic Processes and Insulin Signaling  	0.3333333333333333	0.0	0.4796372918620687	GSAI	1519	427
gpt-4o-2024-08-06	KEGG_2021_Human	Acute myeloid leukemia	Acute myeloid leukemia	Hematopoietic Cell Proliferation and Survival Pathways	0.0	0.0	0.38392111417416847	GSAI	1244	416
gpt-4o-2024-08-06	KEGG_2021_Human	Adherens junction	Adherens junction	Cellular architecture and adhesion dynamics	0.0	0.0	0.49045273435165937	GSAI	1268	506
gpt-4o-2024-08-06	KEGG_2021_Human	Adipocytokine signaling pathway	Adipocytokine signaling pathway	Lipid Metabolism and Energy Homeostasis Regulation  	0.0	0.0	0.4980079044792912	GSAI	1260	675
gpt-4o-2024-08-06	KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	Adrenergic signaling in cardiomyocytes	Cardiac muscle contraction and signaling modulation  	0.25	0.0	0.6201973280952471	GSAI	1668	449
gpt-4o-2024-08-06	KEGG_2021_Human	African trypanosomiasis	African trypanosomiasis	Inflammatory and Coagulation Regulation	0.0	0.0	0.14988546267634362	GSAI	1112	384
gpt-4o-2024-08-06	KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	Amino Acid and Nucleotide Metabolism Regulation  	0.4	0.0	0.5125097615711054	GSAI	1111	408
gpt-4o-2024-08-06	KEGG_2021_Human	Alcoholism	Alcoholism	Chromatin remodeling and signal transduction integration  	0.0	0.0	0.14935019750627754	GSAI	1824	422
gpt-4o-2024-08-06	KEGG_2021_Human	Aldosterone synthesis and secretion	Aldosterone synthesis and secretion	Hormone Synthesis and Signal Transduction in Steroidogenesis  	0.5	0.3333333333333333	0.5423371111756444	GSAI	1407	541
gpt-4o-2024-08-06	KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	Aldosterone-regulated sodium reabsorption	Hormonal regulation of insulin-mediated glucose uptake	0.25	0.0	0.372379750108209	GSAI	1147	535
gpt-4o-2024-08-06	KEGG_2021_Human	Allograft rejection	Allograft rejection	Immune response and antigen presentation  	0.0	0.0	0.300398403931148	GSAI	1142	417
gpt-4o-2024-08-06	KEGG_2021_Human	Alzheimer disease	Alzheimer disease	Ubiquitin-Proteasome System and Autophagy in Cellular Homeostasis  	0.0	0.0	0.26401471805609156	GSAI	2614	442
gpt-4o-2024-08-06	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	Glycan Metabolism and Hexosamine Biosynthesis  	0.3333333333333333	0.0	0.6377169055633346	GSAI	1158	596
gpt-4o-2024-08-06	KEGG_2021_Human	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	Protein Translation and Aminoacyl-tRNA Synthesis  	0.6666666666666666	0.5	0.7178278940102119	GSAI	1217	387
gpt-4o-2024-08-06	KEGG_2021_Human	Amoebiasis	Amoebiasis	Immune and Inflammatory Response Modulation  	0.0	0.0	0.24187304594058162	GSAI	1401	418
gpt-4o-2024-08-06	KEGG_2021_Human	Amphetamine addiction	Amphetamine addiction	Synaptic signaling and plasticity  	0.0	0.0	0.2320668341637604	GSAI	1272	558
gpt-4o-2024-08-06	KEGG_2021_Human	Amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis	Autophagy and stress response regulation  	0.0	0.0	0.21795809362573826	GSAI	2591	362
gpt-4o-2024-08-06	KEGG_2021_Human	Antigen processing and presentation	Antigen processing and presentation	Antigen processing and presentation via MHC class I and II pathways  	1.0	1.0	0.7873441919637443	GSAI	1338	550
gpt-4o-2024-08-06	KEGG_2021_Human	Apelin signaling pathway	Apelin signaling pathway	G protein-Coupled Receptor (GPCR) and Calcium Signaling Network  	0.3333333333333333	0.0	0.37918858344323575	GSAI	1566	378
gpt-4o-2024-08-06	KEGG_2021_Human	Apoptosis	Apoptosis	Apoptosis and cell stress response regulation  	1.0	0.0	0.6110774506737555	GSAI	1552	497
gpt-4o-2024-08-06	KEGG_2021_Human	Arachidonic acid metabolism	Arachidonic acid metabolism	Eicosanoid Metabolism and Inflammatory Response  	0.3333333333333333	0.0	0.6517615038942239	GSAI	1277	532
gpt-4o-2024-08-06	KEGG_2021_Human	Arginine and proline metabolism	Arginine and proline metabolism	Amino acid and nitrogen metabolism	0.5	0.0	0.6207122167478949	GSAI	1168	377
gpt-4o-2024-08-06	KEGG_2021_Human	Arginine biosynthesis	Arginine biosynthesis	Nitrogen Metabolism and Ammonia Detoxification  	0.0	0.0	0.4281818276871711	GSAI	1047	314
gpt-4o-2024-08-06	KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	Arrhythmogenic right ventricular cardiomyopathy	Muscle Cell Adhesion and Excitation-Contraction Coupling  	0.0	0.0	0.285269794341389	GSAI	1296	396
gpt-4o-2024-08-06	KEGG_2021_Human	Ascorbate and aldarate metabolism	Ascorbate and aldarate metabolism	Xenobiotic Metabolism and Detoxification  	0.5	0.0	0.39547974815433196	GSAI	1138	393
gpt-4o-2024-08-06	KEGG_2021_Human	Asthma	Asthma	Regulation of immune response and allergy	0.0	0.0	0.316978019286208	GSAI	1119	405
gpt-4o-2024-08-06	KEGG_2021_Human	Autoimmune thyroid disease	Autoimmune thyroid disease	Immune System Regulation and Autoimmunity Modulation  	0.3333333333333333	0.0	0.4159100765690237	GSAI	1200	528
gpt-4o-2024-08-06	KEGG_2021_Human	Autophagy	Autophagy	Autophagy and mTOR Signaling Regulation  	1.0	0.0	0.5968983999995828	GSAI	3134	1056
gpt-4o-2024-08-06	KEGG_2021_Human	Axon guidance	Axon guidance	Axon Guidance and Neuronal Pathfinding  	1.0	1.0	0.7517725472372097	GSAI	1747	260
gpt-4o-2024-08-06	KEGG_2021_Human	B cell receptor signaling pathway	B cell receptor signaling pathway	B-cell receptor signaling pathway regulation  	1.0	1.0	0.8265117383250511	GSAI	1314	511
gpt-4o-2024-08-06	KEGG_2021_Human	Bacterial invasion of epithelial cells	Bacterial invasion of epithelial cells	Cytoskeletal Dynamics and Integrin-Mediated Signaling	0.0	0.0	0.31906498651767595	GSAI	1289	537
gpt-4o-2024-08-06	KEGG_2021_Human	Basal cell carcinoma	Basal cell carcinoma	Wnt and Hedgehog Signaling in Developmental Processes  	0.0	0.0	0.2167829305010966	GSAI	1236	608
gpt-4o-2024-08-06	KEGG_2021_Human	Basal transcription factors	Basal transcription factors	Transcription initiation and pre-initiation complex formation  	0.3333333333333333	0.0	0.5300330498236183	GSAI	1195	347
gpt-4o-2024-08-06	KEGG_2021_Human	Base excision repair	Base excision repair	DNA Base Excision Repair (BER) Pathway  	1.0	1.0	0.7456742969686475	GSAI	1099	497
gpt-4o-2024-08-06	KEGG_2021_Human	Bile secretion	Bile secretion	Bile acid transport and metabolism  	0.5	0.0	0.577000153314263	GSAI	1418	334
gpt-4o-2024-08-06	KEGG_2021_Human	Biosynthesis of unsaturated fatty acids	Biosynthesis of unsaturated fatty acids	Long-chain fatty acid metabolism  	0.4	0.25	0.5090387415393105	GSAI	1091	531
gpt-4o-2024-08-06	KEGG_2021_Human	Bladder cancer	Bladder cancer	Cell Proliferation and Cancer Progression  	0.5	0.0	0.3701220108281656	GSAI	1134	310
gpt-4o-2024-08-06	KEGG_2021_Human	Breast cancer	Breast cancer	Regulation of cell proliferation and tissue patterning through Wnt, Notch, and growth factor signaling	0.0	0.0	0.253796835734847	GSAI	1579	506
gpt-4o-2024-08-06	KEGG_2021_Human	Butanoate metabolism	Butanoate metabolism	Ketone Body Metabolism and Amino Acid Catabolism  	0.5	0.0	0.5400639326489886	GSAI	1095	452
gpt-4o-2024-08-06	KEGG_2021_Human	C-type lectin receptor signaling pathway	C-type lectin receptor signaling pathway	Immune and Inflammatory Signal Transduction	0.16666666666666666	0.0	0.5050693542934319	GSAI	1401	467
gpt-4o-2024-08-06	KEGG_2021_Human	Caffeine metabolism	Caffeine metabolism	Xenobiotic Metabolism and Detoxification  	0.5	0.0	0.4410394844541438	GSAI	998	290
gpt-4o-2024-08-06	KEGG_2021_Human	Calcium signaling pathway	Calcium signaling pathway	Calcium Signaling and Regulation in Neurotransmission and Muscle Contraction	0.6666666666666666	0.5	0.7166980953541322	GSAI	1983	388
gpt-4o-2024-08-06	KEGG_2021_Human	Carbohydrate digestion and absorption	Carbohydrate digestion and absorption	Glucose and carbohydrate metabolism regulation	0.5	0.0	0.551093786143315	GSAI	1192	625
gpt-4o-2024-08-06	KEGG_2021_Human	Cardiac muscle contraction	Cardiac muscle contraction	Cardiac Muscle Contraction Regulation  	1.0	1.0	0.7859447136368445	GSAI	1389	367
gpt-4o-2024-08-06	KEGG_2021_Human	Cell adhesion molecules	Cell adhesion molecules	Immune Cell Adhesion and Antigen Presentation  	0.6666666666666666	0.5	0.5396158377786802	GSAI	1582	412
gpt-4o-2024-08-06	KEGG_2021_Human	Cell cycle	Cell cycle	Cell Cycle Regulation and Checkpoint Control  	1.0	1.0	0.6228676089304849	GSAI	2974	850
gpt-4o-2024-08-06	KEGG_2021_Human	Cellular senescence	Cellular senescence	Cell Cycle Regulation and Signal Transduction Pathways  	0.0	0.0	0.39356815958909497	GSAI	1631	583
gpt-4o-2024-08-06	KEGG_2021_Human	Central carbon metabolism in cancer	Central carbon metabolism in cancer	Metabolic Reprogramming and Growth Signal Transduction  	0.2	0.0	0.5165364018874028	GSAI	1252	550
gpt-4o-2024-08-06	KEGG_2021_Human	Chagas disease	Chagas disease	Immune and Inflammatory Signal Transduction	0.0	0.0	0.21594773501209102	GSAI	1401	472
gpt-4o-2024-08-06	KEGG_2021_Human	Chemical carcinogenesis	Chemical carcinogenesis	Xenobiotic Metabolism and Signal Transduction	0.0	0.0	0.4262933704866449	GSAI	2046	424
gpt-4o-2024-08-06	KEGG_2021_Human	Chemokine signaling pathway	Chemokine signaling pathway	Chemokine signaling and immune cell migration  	0.6666666666666666	0.5	0.7847751196903046	GSAI	1741	324
gpt-4o-2024-08-06	KEGG_2021_Human	Cholesterol metabolism	Cholesterol metabolism	Lipid metabolism and transport regulation  	0.5	0.0	0.6385290892853714	GSAI	1164	393
gpt-4o-2024-08-06	KEGG_2021_Human	Choline metabolism in cancer	Choline metabolism in cancer	Signal Transduction and Lipid Metabolism Regulation  	0.25	0.0	0.4065671298929415	GSAI	1409	588
gpt-4o-2024-08-06	KEGG_2021_Human	Cholinergic synapse	Cholinergic synapse	Cholinergic Signaling and Neurotransmission	0.5	0.0	0.7057865483821824	GSAI	1480	380
gpt-4o-2024-08-06	KEGG_2021_Human	Chronic myeloid leukemia	Chronic myeloid leukemia	TGF-beta signaling and cell cycle regulation in apoptosis and proliferation  	0.0	0.0	0.22301476803697778	GSAI	1283	470
gpt-4o-2024-08-06	KEGG_2021_Human	Circadian entrainment	Circadian entrainment	Signal transduction and synaptic plasticity	0.0	0.0	0.27386643340957945	GSAI	1401	602
gpt-4o-2024-08-06	KEGG_2021_Human	Circadian rhythm	Circadian rhythm	Circadian Rhythm Regulation and Metabolic Integration  	1.0	1.0	0.542703217125592	GSAI	1109	441
gpt-4o-2024-08-06	KEGG_2021_Human	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	Tricarboxylic Acid Cycle and Related Metabolism	0.25	0.0	0.6114160195048792	GSAI	1084	574
gpt-4o-2024-08-06	KEGG_2021_Human	Cocaine addiction	Cocaine addiction	Dopaminergic and Glutamatergic Neurotransmission Regulation  	0.0	0.0	0.2988054517104667	GSAI	1191	514
gpt-4o-2024-08-06	KEGG_2021_Human	Collecting duct acid secretion	Collecting duct acid secretion	Proton Transport and Acidification in Cellular Compartments  	0.0	0.0	0.4232152952768873	GSAI	1143	361
gpt-4o-2024-08-06	KEGG_2021_Human	Colorectal cancer	Colorectal cancer	TGF-beta Signaling in Apoptosis and Cell Survival	0.0	0.0	0.19654189675689127	GSAI	1315	449
gpt-4o-2024-08-06	KEGG_2021_Human	Complement and coagulation cascades	Complement and coagulation cascades	Complement and Coagulation Cascade Regulation  	1.0	1.0	0.8237046517159323	GSAI	1290	484
gpt-4o-2024-08-06	KEGG_2021_Human	Coronavirus disease	Coronavirus disease	Immune Response and Inflammatory Pathways with Ribosomal Biogenesis	0.0	0.0	0.20459046256722171	GSAI	1930	381
gpt-4o-2024-08-06	KEGG_2021_Human	Cortisol synthesis and secretion	Cortisol synthesis and secretion	Steroidogenesis and cAMP Signaling Regulation  	0.25	0.0	0.4873498863389594	GSAI	1262	475
gpt-4o-2024-08-06	KEGG_2021_Human	Cushing syndrome	Cushing syndrome	Wnt Signaling and Cell Cycle Regulation in Endocrine Neoplasia  	0.0	0.0	0.2904067266522249	GSAI	1648	523
gpt-4o-2024-08-06	KEGG_2021_Human	Cysteine and methionine metabolism	Cysteine and methionine metabolism	Methionine cycle and sulfur amino acid metabolism  	0.75	0.0	0.7401131363705173	GSAI	1157	418
gpt-4o-2024-08-06	KEGG_2021_Human	Cytokine-cytokine receptor interaction	Cytokine-cytokine receptor interaction	Cytokine signaling and immune modulation  	0.25	0.0	0.6264629756715643	GSAI	2161	374
gpt-4o-2024-08-06	KEGG_2021_Human	Cytosolic DNA-sensing pathway	Cytosolic DNA-sensing pathway	Interferon signaling and innate immune response activation  	0.0	0.0	0.47310186375122276	GSAI	1241	427
gpt-4o-2024-08-06	KEGG_2021_Human	D-Glutamine and D-glutamate metabolism	D-Glutamine and D-glutamate metabolism	Glutamate and ammonia metabolism	0.5	0.0	0.7717122061377859	GSAI	992	249
gpt-4o-2024-08-06	KEGG_2021_Human	DNA replication	DNA replication	DNA Replication and Repair Machinery  	1.0	1.0	0.6863358830305455	GSAI	1118	432
gpt-4o-2024-08-06	KEGG_2021_Human	Diabetic cardiomyopathy	Diabetic cardiomyopathy	Mitochondrial Energy Metabolism and Signal Transduction Integration  	0.0	0.0	0.2968530471609367	GSAI	1877	382
gpt-4o-2024-08-06	KEGG_2021_Human	Dilated cardiomyopathy	Dilated cardiomyopathy	Cardiac muscle contraction and signaling regulation  	0.0	0.0	0.3287133868772768	GSAI	1362	522
gpt-4o-2024-08-06	KEGG_2021_Human	Dopaminergic synapse	Dopaminergic synapse	Signal Transduction and Dopaminergic Regulation  	0.5	0.0	0.6209137478582908	GSAI	1567	635
gpt-4o-2024-08-06	KEGG_2021_Human	Drug metabolism	Drug metabolism	Xenobiotic and Drug Metabolism  	1.0	1.0	0.6913689142767518	GSAI	1450	401
gpt-4o-2024-08-06	KEGG_2021_Human	ECM-receptor interaction	ECM-receptor interaction	Extracellular Matrix Composition and Cell Adhesion Regulation  	0.0	0.0	0.4792254720726563	GSAI	1323	354
gpt-4o-2024-08-06	KEGG_2021_Human	Endocrine and other factor-regulated calcium reabsorption	Endocrine and other factor-regulated calcium reabsorption	Regulation of Calcium Signaling and Transport	0.42857142857142855	0.0	0.5934907697482298	GSAI	1207	474
gpt-4o-2024-08-06	KEGG_2021_Human	Endocytosis	Endocytosis	Endocytosis and Membrane Trafficking	1.0	0.0	0.6557702310160776	GSAI	2060	455
gpt-4o-2024-08-06	KEGG_2021_Human	Endometrial cancer	Endometrial cancer	Cell Survival and Proliferation Signaling Networks  	0.0	0.0	0.24389448900963884	GSAI	1209	454
gpt-4o-2024-08-06	KEGG_2021_Human	Epithelial cell signaling in Helicobacter pylori infection	Epithelial cell signaling in Helicobacter pylori infection	Signal Transduction and Vesicular Acidification Coordination  	0.14285714285714285	0.0	0.4217647628227398	GSAI	1309	336
gpt-4o-2024-08-06	KEGG_2021_Human	Epstein-Barr virus infection	Epstein-Barr virus infection	Regulation of Immune Response and Apoptosis  	0.0	0.0	0.27916716207227454	GSAI	1807	513
gpt-4o-2024-08-06	KEGG_2021_Human	ErbB signaling pathway	ErbB signaling pathway	Receptor Tyrosine Kinase-mediated Signal Transduction and Cellular Proliferation  	0.3333333333333333	0.0	0.5761584479083248	GSAI	1319	425
